PassengerId,Survived,Pclass,Age,Fare,FamilySize,FarePerPerson,Sex_female,Sex_male,Title_Mr,Fare_log,FarePerPerson_log
314,0,3,28.0,7.8958,1,7.8958,False,True,True,2.1855792552411137,2.1855792552411137
315,0,2,43.0,26.25,3,8.75,False,True,True,3.305053521109253,2.277267285009756
316,1,3,26.0,7.8542,1,7.8542,True,False,False,2.180891922715322,2.180891922715322
317,1,2,24.0,26.0,2,13.0,True,False,False,3.295836866004329,2.6390573296152584
318,0,2,54.0,14.0,1,14.0,False,True,False,2.70805020110221,2.70805020110221
319,1,1,31.0,112.07915,3,37.359716666666664,True,False,False,4.728088015994874,3.6470078638218144
320,1,1,40.0,112.07915,3,37.359716666666664,True,False,False,4.728088015994874,3.6470078638218144
321,0,3,22.0,7.25,1,7.25,False,True,True,2.1102132003465894,2.1102132003465894
322,0,3,27.0,7.8958,1,7.8958,False,True,True,2.1855792552411137,2.1855792552411137
323,1,2,30.0,12.35,1,12.35,True,False,False,2.5915163848462583,2.5915163848462583
324,1,2,22.0,29.0,3,9.666666666666666,True,False,False,3.4011973816621555,2.367123614131617
325,0,3,30.0,69.55,11,6.322727272727272,False,True,True,4.256321678298823,1.9909828368246127
326,1,1,36.0,112.07915,1,112.07915,True,False,False,4.728088015994874,4.728088015994874
327,0,3,61.0,6.2375,1,6.2375,False,True,True,1.9792758428991135,1.9792758428991135
328,1,2,36.0,13.0,1,13.0,True,False,False,2.6390573296152584,2.6390573296152584
329,1,3,31.0,20.525,3,6.841666666666666,True,False,False,3.0692150503137943,2.0594513968033334
330,1,1,16.0,57.9792,2,28.9896,True,False,False,4.077184839375167,3.400850654892709
331,1,3,21.0,23.25,3,7.75,True,False,False,3.188416617383492,2.169053700369523
332,0,1,45.5,28.5,1,28.5,False,True,True,3.3843902633457743,3.3843902633457743
333,0,1,38.0,112.07915,2,56.039575,False,True,True,4.728088015994874,4.0437453251666415
334,0,3,16.0,18.0,3,6.0,False,True,True,2.9444389791664403,1.9459101490553132
335,1,1,35.0,112.07915,2,56.039575,True,False,False,4.728088015994874,4.0437453251666415
336,0,3,30.0,7.8958,1,7.8958,False,True,True,2.1855792552411137,2.1855792552411137
337,0,1,29.0,66.6,2,33.3,False,True,True,4.213607983048918,3.535145354171894
338,1,1,41.0,112.07915,1,112.07915,True,False,False,4.728088015994874,4.728088015994874
339,1,3,45.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
340,0,1,45.0,35.5,1,35.5,False,True,True,3.597312260588446,3.597312260588446
341,1,2,2.0,26.0,3,8.666666666666666,False,True,False,3.295836866004329,2.268683541318364
342,1,1,24.0,112.07915,6,18.679858333333332,True,False,False,4.728088015994874,2.979595693088713
343,0,2,28.0,13.0,1,13.0,False,True,True,2.6390573296152584,2.6390573296152584
344,0,2,25.0,13.0,1,13.0,False,True,True,2.6390573296152584,2.6390573296152584
345,0,2,36.0,13.0,1,13.0,False,True,True,2.6390573296152584,2.6390573296152584
346,1,2,24.0,13.0,1,13.0,True,False,False,2.6390573296152584,2.6390573296152584
347,1,2,40.0,13.0,1,13.0,True,False,False,2.6390573296152584,2.6390573296152584
348,1,3,35.0,16.1,2,8.05,True,False,False,2.8390784635086144,2.2027647577118348
349,1,3,3.0,15.9,3,5.3,False,True,False,2.8273136219290276,1.840549633397487
350,0,3,42.0,8.6625,1,8.6625,False,True,True,2.2682524139135403,2.2682524139135403
351,0,3,23.0,9.225,1,9.225,False,True,True,2.3248357019288655,2.3248357019288655
352,0,1,30.0,35.0,1,35.0,False,True,True,3.58351893845611,3.58351893845611
353,0,3,15.0,7.2292,3,2.409733333333333,False,True,True,2.1076888046179385,1.2266340868690149
354,0,3,25.0,17.8,2,8.9,False,True,True,2.9338568698359038,2.2925347571405443
355,0,3,30.0,7.225,1,7.225,False,True,True,2.1071782966514356,2.1071782966514356
356,0,3,28.0,9.5,1,9.5,False,True,True,2.3513752571634776,2.3513752571634776
357,1,1,22.0,55.0,2,27.5,True,False,False,4.02535169073515,3.349904087274605
358,0,2,38.0,13.0,1,13.0,True,False,False,2.6390573296152584,2.6390573296152584
359,1,3,21.0,7.8792,1,7.8792,True,False,False,2.1837114628556327,2.1837114628556327
360,1,3,21.0,7.8792,1,7.8792,True,False,False,2.1837114628556327,2.1837114628556327
361,0,3,40.0,27.9,6,4.6499999999999995,False,True,True,3.3638415951183864,1.7316555451583495
362,0,2,29.0,27.7208,2,13.8604,False,True,True,3.357621598945279,2.6986999568277366
363,0,3,45.0,14.4542,2,7.2271,True,False,False,2.737880811060884,2.107433583211985
364,0,3,35.0,7.05,1,7.05,False,True,True,2.0856720914304723,2.0856720914304723
365,0,3,30.0,15.5,2,7.75,False,True,True,2.803360380906535,2.169053700369523
366,0,3,30.0,7.25,1,7.25,False,True,True,2.1102132003465894,2.1102132003465894
367,1,1,60.0,75.25,2,37.625,True,False,False,4.334017415487521,3.6538997352179097
368,1,3,35.0,7.2292,1,7.2292,True,False,False,2.1076888046179385,2.1076888046179385
369,1,3,21.0,7.75,1,7.75,True,False,False,2.169053700369523,2.169053700369523
370,1,1,24.0,69.3,1,69.3,True,False,False,4.252771798816619,4.252771798816619
371,1,1,25.0,55.4417,2,27.72085,False,True,True,4.0332082470129285,3.357623339842346
372,0,3,18.0,6.4958,2,3.2479,False,True,True,2.0143428636837015,1.4464247431729138
373,0,3,19.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
374,0,1,22.0,112.07915,1,112.07915,False,True,True,4.728088015994874,4.728088015994874
375,0,3,3.0,21.075,5,4.215,True,False,False,3.0944457464900235,1.6515390884527357
376,1,1,35.0,82.1708,2,41.0854,True,False,False,4.420896324687287,3.7397008871924475
377,1,3,22.0,7.25,1,7.25,True,False,False,2.1102132003465894,2.1102132003465894
378,0,1,27.0,112.07915,3,37.359716666666664,False,True,True,4.728088015994874,3.6470078638218144
379,0,3,20.0,4.0125,1,4.0125,False,True,True,1.6119347926326877,1.6119347926326877
380,0,3,19.0,7.775,1,7.775,False,True,True,2.1719067693519296,2.1719067693519296
381,1,1,42.0,112.07915,1,112.07915,True,False,False,4.728088015994874,4.728088015994874
382,1,3,1.0,15.7417,3,5.247233333333333,True,False,False,2.817902613071225,1.8321386990758308
383,0,3,32.0,7.925,1,7.925,False,True,True,2.188856327665703,2.188856327665703
384,1,1,35.0,52.0,2,26.0,True,False,False,3.970291913552122,3.295836866004329
385,0,3,30.0,7.8958,1,7.8958,False,True,True,2.1855792552411137,2.1855792552411137
386,0,2,18.0,73.5,1,73.5,False,True,True,4.310799125385514,4.310799125385514
387,0,3,1.0,46.9,8,5.8625,False,True,False,3.8691155044168695,1.926071806835649
388,1,2,36.0,13.0,1,13.0,True,False,False,2.6390573296152584,2.6390573296152584
389,0,3,30.0,7.7292,1,7.7292,False,True,True,2.1666737276227077,2.1666737276227077
390,1,2,17.0,12.0,1,12.0,True,False,False,2.5649493574615367,2.5649493574615367
391,1,1,36.0,112.07915,4,28.0197875,False,True,True,4.728088015994874,3.36797792489305
392,1,3,21.0,7.7958,1,7.7958,False,True,True,2.174274334826008,2.174274334826008
393,0,3,28.0,7.925,3,2.6416666666666666,False,True,True,2.188856327665703,1.2924414523135441
394,1,1,23.0,112.07915,2,56.039575,True,False,False,4.728088015994874,4.0437453251666415
395,1,3,24.0,16.7,3,5.566666666666666,True,False,False,2.8735646395797834,1.882006347075833
396,0,3,22.0,7.7958,1,7.7958,False,True,True,2.174274334826008,2.174274334826008
397,0,3,31.0,7.8542,1,7.8542,True,False,False,2.180891922715322,2.180891922715322
398,0,2,46.0,26.0,1,26.0,False,True,True,3.295836866004329,3.295836866004329
399,0,2,23.0,10.5,1,10.5,False,True,False,2.4423470353692043,2.4423470353692043
400,1,2,28.0,12.65,1,12.65,True,False,False,2.613739521630969,2.613739521630969
401,1,3,39.0,7.925,1,7.925,False,True,True,2.188856327665703,2.188856327665703
402,0,3,26.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
403,0,3,21.0,9.825,2,4.9125,True,False,False,2.3818582738885534,1.7770687538180514
404,0,3,28.0,15.85,2,7.925,False,True,True,2.8243506567983707,2.188856327665703
405,0,3,20.0,8.6625,1,8.6625,True,False,False,2.2682524139135403,2.2682524139135403
406,0,2,34.0,21.0,2,10.5,False,True,True,3.091042453358316,2.4423470353692043
407,0,3,51.0,7.75,1,7.75,False,True,True,2.169053700369523,2.169053700369523
408,1,2,3.0,18.75,3,6.25,False,True,False,2.9831534913471307,1.9810014688665833
409,0,3,21.0,7.775,1,7.775,False,True,True,2.1719067693519296,2.1719067693519296
410,0,3,21.0,25.4667,5,5.0933399999999995,True,False,False,3.275887339030031,1.8071963714491994
411,0,3,30.0,7.8958,1,7.8958,False,True,True,2.1855792552411137,2.1855792552411137
412,0,3,30.0,6.8583,1,6.8583,False,True,True,2.061570298060867,2.061570298060867
413,1,1,33.0,90.0,2,45.0,True,False,False,4.51085950651685,3.828641396489095
414,0,2,30.0,0.0,1,0.0,False,True,True,0.0,0.0
415,1,3,44.0,7.925,1,7.925,False,True,True,2.188856327665703,2.188856327665703
416,0,3,35.0,8.05,1,8.05,True,False,False,2.2027647577118348,2.2027647577118348
417,1,2,34.0,32.5,3,10.833333333333334,True,False,False,3.5115454388310208,2.4709204078132605
418,1,2,18.0,13.0,3,4.333333333333333,True,False,False,2.6390573296152584,1.6739764335716716
419,0,2,30.0,13.0,1,13.0,False,True,True,2.6390573296152584,2.6390573296152584
420,0,3,10.0,24.15,3,8.049999999999999,True,False,False,3.224857896545748,2.2027647577118348
421,0,3,30.0,7.8958,1,7.8958,False,True,True,2.1855792552411137,2.1855792552411137
422,0,3,21.0,7.7333,1,7.7333,False,True,True,2.167143305297764,2.167143305297764
423,0,3,29.0,7.875,1,7.875,False,True,True,2.1832383353614797,2.1832383353614797
424,0,3,28.0,14.4,3,4.8,True,False,False,2.7343675094195836,1.7578579175523736
425,0,3,18.0,20.2125,3,6.7375,False,True,True,3.0545906305603445,2.0460786380107145
426,0,3,30.0,7.25,1,7.25,False,True,True,2.1102132003465894,2.1102132003465894
427,1,2,28.0,26.0,2,13.0,True,False,False,3.295836866004329,2.6390573296152584
428,1,2,19.0,26.0,1,26.0,True,False,False,3.295836866004329,3.295836866004329
429,0,3,30.0,7.75,1,7.75,False,True,True,2.169053700369523,2.169053700369523
430,1,3,32.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
431,1,1,28.0,26.55,1,26.55,False,True,True,3.3160025355989236,3.3160025355989236
432,1,3,35.0,16.1,2,8.05,True,False,False,2.8390784635086144,2.2027647577118348
433,1,2,42.0,26.0,2,13.0,True,False,False,3.295836866004329,2.6390573296152584
434,0,3,17.0,7.125,1,7.125,False,True,True,2.094945728215801,2.094945728215801
435,0,1,50.0,55.9,2,27.95,False,True,True,4.041295341132285,3.3655702040190043
436,1,1,14.0,112.07915,4,28.0197875,True,False,False,4.728088015994874,3.36797792489305
437,0,3,21.0,34.375,5,6.875,True,False,False,3.5660053559634015,2.063693184711697
438,1,2,24.0,18.75,6,3.125,True,False,False,2.9831534913471307,1.4170660197866443
439,0,1,64.0,112.07915,6,18.679858333333332,False,True,True,4.728088015994874,2.979595693088713
440,0,2,31.0,10.5,1,10.5,False,True,True,2.4423470353692043,2.4423470353692043
441,1,2,45.0,26.25,3,8.75,True,False,False,3.305053521109253,2.277267285009756
442,0,3,20.0,9.5,1,9.5,False,True,True,2.3513752571634776,2.3513752571634776
443,0,3,25.0,7.775,2,3.8875,False,True,True,2.1719067693519296,1.5866809253114842
444,1,2,28.0,13.0,1,13.0,True,False,False,2.6390573296152584,2.6390573296152584
445,1,3,30.0,8.1125,1,8.1125,False,True,True,2.2096470973347766,2.2096470973347766
446,1,1,4.0,81.8583,3,27.2861,False,True,False,4.417131919904876,3.342370517909884
447,1,2,13.0,19.5,2,9.75,True,False,False,3.0204248861443626,2.3749057545736716
448,1,1,34.0,26.55,1,26.55,False,True,True,3.3160025355989236,3.3160025355989236
449,1,3,5.0,19.2583,4,4.814575,True,False,False,3.0085645861193133,1.7603676964552861
450,1,1,52.0,30.5,1,30.5,False,True,False,3.449987545831587,3.449987545831587
451,0,2,36.0,27.75,4,6.9375,False,True,True,3.3586377672433594,2.07159836421881
452,0,3,30.0,19.9667,2,9.98335,False,True,True,3.0429354648621407,2.396380489729938
453,0,1,30.0,27.75,1,27.75,False,True,True,3.3586377672433594,3.3586377672433594
454,1,1,49.0,89.1042,2,44.5521,False,True,True,4.500966778400217,3.8188567258265635
455,0,3,30.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
456,1,3,29.0,7.8958,1,7.8958,False,True,True,2.1855792552411137,2.1855792552411137
457,0,1,65.0,26.55,1,26.55,False,True,True,3.3160025355989236,3.3160025355989236
458,1,1,35.0,51.8625,2,25.93125,True,False,False,3.967694202798607,3.293287322382011
459,1,2,50.0,10.5,1,10.5,True,False,False,2.4423470353692043,2.4423470353692043
460,0,3,30.0,7.75,1,7.75,False,True,True,2.169053700369523,2.169053700369523
461,1,1,48.0,26.55,1,26.55,False,True,True,3.3160025355989236,3.3160025355989236
462,0,3,34.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
463,0,1,47.0,38.5,1,38.5,False,True,True,3.676300671907076,3.676300671907076
464,0,2,48.0,13.0,1,13.0,False,True,True,2.6390573296152584,2.6390573296152584
465,0,3,30.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
466,0,3,38.0,7.05,1,7.05,False,True,True,2.0856720914304723,2.0856720914304723
467,0,2,30.0,0.0,1,0.0,False,True,True,0.0,0.0
468,0,1,56.0,26.55,1,26.55,False,True,True,3.3160025355989236,3.3160025355989236
469,0,3,30.0,7.725,1,7.725,False,True,True,2.1661924680884908,2.1661924680884908
470,1,3,0.75,19.2583,4,4.814575,True,False,False,3.0085645861193133,1.7603676964552861
471,0,3,30.0,7.25,1,7.25,False,True,True,2.1102132003465894,2.1102132003465894
472,0,3,38.0,8.6625,1,8.6625,False,True,True,2.2682524139135403,2.2682524139135403
473,1,2,33.0,27.75,4,6.9375,True,False,False,3.3586377672433594,2.07159836421881
474,1,2,23.0,13.7917,1,13.7917,True,False,False,2.694066212646058,2.694066212646058
475,0,3,22.0,9.8375,1,9.8375,True,False,False,2.3830123421066602,2.3830123421066602
476,0,1,30.0,52.0,1,52.0,False,True,True,3.970291913552122,3.970291913552122
477,0,2,34.0,21.0,2,10.5,False,True,True,3.091042453358316,2.4423470353692043
478,0,3,29.0,7.0458,2,3.5229,False,True,True,2.0851502161468174,1.5091533810317492
479,0,3,22.0,7.5208,1,7.5208,False,True,True,2.142510233146819,2.142510233146819
480,1,3,2.0,12.2875,2,6.14375,True,False,False,2.586823743668066,1.9662378485609837
481,0,3,9.0,46.9,8,5.8625,False,True,False,3.8691155044168695,1.926071806835649
482,0,2,30.0,0.0,1,0.0,False,True,True,0.0,0.0
483,0,3,50.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
484,1,3,63.0,9.5875,1,9.5875,True,False,False,2.3596740599781727,2.3596740599781727
485,1,1,25.0,91.0792,2,45.5396,False,True,True,4.5226490762785785,3.8403035630800124
486,0,3,21.0,25.4667,5,5.0933399999999995,True,False,False,3.275887339030031,1.8071963714491994
487,1,1,35.0,90.0,2,45.0,True,False,False,4.51085950651685,3.828641396489095
488,0,1,58.0,29.7,1,29.7,False,True,True,3.4242626545931514,3.4242626545931514
489,0,3,30.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
490,1,3,9.0,15.9,3,5.3,False,True,False,2.8273136219290276,1.840549633397487
491,0,3,30.0,19.9667,2,9.98335,False,True,True,3.0429354648621407,2.396380489729938
492,0,3,21.0,7.25,1,7.25,False,True,True,2.1102132003465894,2.1102132003465894
493,0,1,55.0,30.5,1,30.5,False,True,True,3.449987545831587,3.449987545831587
494,0,1,69.1976145964378,49.5042,1,49.5042,False,True,True,3.922056501139853,3.922056501139853
495,0,3,21.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
496,0,3,30.0,14.4583,1,14.4583,False,True,True,2.738146075922933,2.738146075922933
497,1,1,54.0,78.2667,2,39.13335,True,False,False,4.37281811610993,3.6922076594889166
498,0,3,30.0,15.1,1,15.1,False,True,True,2.7788192719904172,2.7788192719904172
499,0,1,25.0,112.07915,4,28.0197875,True,False,False,4.728088015994874,3.36797792489305
500,0,3,24.0,7.7958,1,7.7958,False,True,True,2.174274334826008,2.174274334826008
501,0,3,17.0,8.6625,1,8.6625,False,True,True,2.2682524139135403,2.2682524139135403
502,0,3,21.0,7.75,1,7.75,True,False,False,2.169053700369523,2.169053700369523
503,0,3,21.0,7.6292,1,7.6292,True,False,False,2.155151800914312,2.155151800914312
504,0,3,37.0,9.5875,1,9.5875,True,False,False,2.3596740599781727,2.3596740599781727
505,1,1,16.0,86.5,1,86.5,True,False,False,4.471638793363569,4.471638793363569
506,0,1,18.0,108.9,2,54.45,False,True,True,4.699570861409576,4.015481713796376
507,1,2,33.0,26.0,3,8.666666666666666,True,False,False,3.295836866004329,2.268683541318364
508,1,1,30.0,26.55,1,26.55,False,True,True,3.3160025355989236,3.3160025355989236
509,0,3,28.0,22.525,1,22.525,False,True,True,3.1580636854714434,3.1580636854714434
510,1,3,26.0,56.4958,1,56.4958,False,True,True,4.05171190165724,4.05171190165724
511,1,3,29.0,7.75,1,7.75,False,True,True,2.169053700369523,2.169053700369523
512,0,3,30.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
513,1,1,36.0,26.2875,1,26.2875,False,True,True,3.3064287218760624,3.3064287218760624
514,1,1,54.0,59.4,2,29.7,True,False,False,4.100989104940769,3.4242626545931514
515,0,3,24.0,7.4958,1,7.4958,False,True,True,2.139571923732859,2.139571923732859
516,0,1,47.0,34.0208,1,34.0208,False,True,True,3.5559421706858756,3.5559421706858756
517,1,2,34.0,10.5,1,10.5,True,False,False,2.4423470353692043,2.4423470353692043
518,0,3,30.0,24.15,1,24.15,False,True,True,3.224857896545748,3.224857896545748
519,1,2,36.0,26.0,2,13.0,True,False,False,3.295836866004329,2.6390573296152584
520,0,3,32.0,7.8958,1,7.8958,False,True,True,2.1855792552411137,2.1855792552411137
521,1,1,30.0,93.5,1,93.5,True,False,False,4.548599834499697,4.548599834499697
522,0,3,22.0,7.8958,1,7.8958,False,True,True,2.1855792552411137,2.1855792552411137
523,0,3,30.0,7.225,1,7.225,False,True,True,2.1071782966514356,2.1071782966514356
524,1,1,44.0,57.9792,2,28.9896,True,False,False,4.077184839375167,3.400850654892709
525,0,3,30.0,7.2292,1,7.2292,False,True,True,2.1076888046179385,2.1076888046179385
526,0,3,40.5,7.75,1,7.75,False,True,True,2.169053700369523,2.169053700369523
527,1,2,50.0,10.5,1,10.5,True,False,False,2.4423470353692043,2.4423470353692043
528,0,1,30.0,112.07915,1,112.07915,False,True,True,4.728088015994874,4.728088015994874
529,0,3,39.0,7.925,1,7.925,False,True,True,2.188856327665703,2.188856327665703
530,0,2,23.0,11.5,4,2.875,False,True,True,2.5257286443082556,1.3545456628053103
531,1,2,2.0,26.0,3,8.666666666666666,True,False,False,3.295836866004329,2.268683541318364
532,0,3,30.0,7.2292,1,7.2292,False,True,True,2.1076888046179385,2.1076888046179385
533,0,3,17.0,7.2292,3,2.409733333333333,False,True,True,2.1076888046179385,1.2266340868690149
534,1,3,35.0,22.3583,3,7.452766666666666,True,False,False,3.1509523813392697,2.134493803953674
535,0,3,30.0,8.6625,1,8.6625,True,False,False,2.2682524139135403,2.2682524139135403
536,1,2,7.0,26.25,3,8.75,True,False,False,3.305053521109253,2.277267285009756
537,0,1,45.0,26.55,1,26.55,False,True,False,3.3160025355989236,3.3160025355989236
538,1,1,30.0,106.425,1,106.425,True,False,False,4.676792929661059,4.676792929661059
539,0,3,30.0,14.5,1,14.5,False,True,True,2.740840023925201,2.740840023925201
540,1,1,22.0,49.5,3,16.5,True,False,False,3.9219733362813143,2.8622008809294686
541,1,1,36.0,71.0,3,23.666666666666668,True,False,False,4.276666119016055,3.20545280453606
542,0,3,9.0,31.275,7,4.4678571428571425,True,False,False,3.4742929367327062,1.698886792488434
543,0,3,11.0,31.275,7,4.4678571428571425,True,False,False,3.4742929367327062,1.698886792488434
544,1,2,32.0,26.0,2,13.0,False,True,True,3.295836866004329,2.6390573296152584
545,0,1,50.0,106.425,2,53.2125,False,True,True,4.676792929661059,3.9929115091614844
546,0,1,64.0,26.0,1,26.0,False,True,True,3.295836866004329,3.295836866004329
547,1,2,19.0,26.0,2,13.0,True,False,False,3.295836866004329,2.6390573296152584
548,1,2,30.0,13.8625,1,13.8625,False,True,True,2.6988412620169004,2.6988412620169004
549,0,3,33.0,20.525,3,6.841666666666666,False,True,True,3.0692150503137943,2.0594513968033334
550,1,2,8.0,36.75,3,12.25,False,True,False,3.6309854756950335,2.583997552432231
551,1,1,17.0,110.8833,3,36.9611,False,True,True,4.717456363787216,3.6365619511933205
552,0,2,27.0,26.0,1,26.0,False,True,True,3.295836866004329,3.295836866004329
553,0,3,30.0,7.8292,1,7.8292,False,True,True,2.17806441028492,2.17806441028492
554,1,3,22.0,7.225,1,7.225,False,True,True,2.1071782966514356,2.1071782966514356
555,1,3,22.0,7.775,1,7.775,True,False,False,2.1719067693519296,2.1719067693519296
556,0,1,62.0,26.55,1,26.55,False,True,True,3.3160025355989236,3.3160025355989236
557,1,1,48.0,39.6,2,19.8,True,False,False,3.703768066607687,3.0349529867072724
558,0,1,30.0,112.07915,1,112.07915,False,True,True,4.728088015994874,4.728088015994874
559,1,1,39.0,79.65,3,26.55,True,False,False,4.390118804571218,3.3160025355989236
560,1,3,36.0,17.4,2,8.7,True,False,False,2.91235066461494,2.272125885509337
561,0,3,30.0,7.75,1,7.75,False,True,True,2.169053700369523,2.169053700369523
562,0,3,40.0,7.8958,1,7.8958,False,True,True,2.1855792552411137,2.1855792552411137
563,0,2,28.0,13.5,1,13.5,False,True,True,2.6741486494265287,2.6741486494265287
564,0,3,30.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
565,0,3,21.0,8.05,1,8.05,True,False,False,2.2027647577118348,2.2027647577118348
566,0,3,24.0,24.15,3,8.049999999999999,False,True,True,3.224857896545748,2.2027647577118348
567,0,3,19.0,7.8958,1,7.8958,False,True,True,2.1855792552411137,2.1855792552411137
568,0,3,29.0,21.075,5,4.215,True,False,False,3.0944457464900235,1.6515390884527357
569,0,3,30.0,7.2292,1,7.2292,False,True,True,2.1076888046179385,2.1076888046179385
570,1,3,32.0,7.8542,1,7.8542,False,True,True,2.180891922715322,2.180891922715322
571,1,2,62.0,10.5,1,10.5,False,True,True,2.4423470353692043,2.4423470353692043
572,1,1,53.0,51.4792,3,17.15973333333333,True,False,False,3.960416900617205,2.89920668877752
573,1,1,36.0,26.3875,1,26.3875,False,True,True,3.3100867049215847,3.3100867049215847
574,1,3,21.0,7.75,1,7.75,True,False,False,2.169053700369523,2.169053700369523
575,0,3,16.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
576,0,3,19.0,14.5,1,14.5,False,True,True,2.740840023925201,2.740840023925201
577,1,2,34.0,13.0,1,13.0,True,False,False,2.6390573296152584,2.6390573296152584
578,1,1,39.0,55.9,2,27.95,True,False,False,4.041295341132285,3.3655702040190043
579,0,3,35.0,14.4583,2,7.22915,True,False,False,2.738146075922933,2.107682728674724
580,1,3,32.0,7.925,1,7.925,False,True,True,2.188856327665703,2.188856327665703
581,1,2,25.0,30.0,3,10.0,True,False,False,3.4339872044851463,2.3978952727983707
582,1,1,39.0,110.8833,3,36.9611,True,False,False,4.717456363787216,3.6365619511933205
583,0,2,54.0,26.0,1,26.0,False,True,True,3.295836866004329,3.295836866004329
584,0,1,36.0,40.125,1,40.125,False,True,True,3.716616209085536,3.716616209085536
585,0,3,30.0,8.7125,1,8.7125,False,True,True,2.2734137156937657,2.2734137156937657
586,1,1,18.0,79.65,3,26.55,True,False,False,4.390118804571218,3.3160025355989236
587,0,2,47.0,15.0,1,15.0,False,True,True,2.772588722239781,2.772588722239781
588,1,1,60.0,79.2,3,26.400000000000002,False,True,True,4.384523514872469,3.3105430133940246
589,0,3,22.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
590,0,3,30.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
591,0,3,35.0,7.125,1,7.125,False,True,True,2.094945728215801,2.094945728215801
592,1,1,52.0,78.2667,2,39.13335,True,False,False,4.37281811610993,3.6922076594889166
593,0,3,47.0,7.25,1,7.25,False,True,True,2.1102132003465894,2.1102132003465894
594,0,3,21.0,7.75,3,2.5833333333333335,True,False,False,2.169053700369523,1.2762934659055623
595,0,2,37.0,26.0,2,13.0,False,True,True,3.295836866004329,2.6390573296152584
596,0,3,36.0,24.15,3,8.049999999999999,False,True,True,3.224857896545748,2.2027647577118348
597,1,2,21.0,33.0,1,33.0,True,False,False,3.5263605246161616,3.5263605246161616
598,0,3,49.0,0.0,1,0.0,False,True,True,0.0,0.0
599,0,3,30.0,7.225,1,7.225,False,True,True,2.1071782966514356,2.1071782966514356
600,1,1,49.0,56.9292,2,28.4646,False,True,False,4.0592215752427645,3.383189542769255
601,1,2,24.0,27.0,4,6.75,True,False,False,3.332204510175204,2.0476928433652555
602,0,3,30.0,7.8958,1,7.8958,False,True,True,2.1855792552411137,2.1855792552411137
603,0,1,30.0,42.4,1,42.4,False,True,True,3.770459441106359,3.770459441106359
604,0,3,44.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
605,1,1,35.0,26.55,1,26.55,False,True,True,3.3160025355989236,3.3160025355989236
606,0,3,36.0,15.55,2,7.775,False,True,True,2.806386101823072,2.1719067693519296
607,0,3,30.0,7.8958,1,7.8958,False,True,True,2.1855792552411137,2.1855792552411137
608,1,1,27.0,30.5,1,30.5,False,True,True,3.449987545831587,3.449987545831587
609,1,2,22.0,41.5792,4,10.3948,True,False,False,3.7513658711253766,2.4331571109859165
610,1,1,40.0,112.07915,1,112.07915,True,False,False,4.728088015994874,4.728088015994874
611,0,3,39.0,31.275,7,4.4678571428571425,True,False,False,3.4742929367327062,1.698886792488434
612,0,3,30.0,7.05,1,7.05,False,True,True,2.0856720914304723,2.0856720914304723
613,1,3,21.0,15.5,2,7.75,True,False,False,2.803360380906535,2.169053700369523
614,0,3,30.0,7.75,1,7.75,False,True,True,2.169053700369523,2.169053700369523
615,0,3,35.0,8.05,1,8.05,False,True,True,2.2027647577118348,2.2027647577118348
616,1,2,24.0,65.0,4,16.25,True,False,False,4.189654742026425,2.847812143477369
617,0,3,34.0,14.4,3,4.8,False,True,True,2.7343675094195836,1.7578579175523736
618,0,3,26.0,16.1,2,8.05,True,False,False,2.8390784635086144,2.2027647577118348
619,1,2,4.0,39.0,4,9.75,True,False,False,3.6888794541139363,2.3749057545736716
620,0,2,26.0,10.5,1,10.5,False,True,True,2.4423470353692043,2.4423470353692043
621,0,3,27.0,14.4542,2,7.2271,False,True,True,2.737880811060884,2.107433583211985
622,1,1,42.0,52.5542,2,26.2771,False,True,True,3.9806942251907276,3.306047522339149
623,1,3,20.0,15.7417,3,5.247233333333333,False,True,True,2.817902613071225,1.8321386990758308
624,0,3,21.0,7.8542,1,7.8542,False,True,True,2.180891922715322,2.180891922715322
625,0,3,21.0,16.1,1,16.1,False,True,True,2.8390784635086144,2.8390784635086144
626,0,1,61.0,32.3208,1,32.3208,False,True,True,3.5061818266142577,3.5061818266142577
627,0,2,57.0,12.35,1,12.35,False,True,False,2.5915163848462583,2.5915163848462583
628,1,1,21.0,77.9583,1,77.9583,True,False,False,4.368919865004903,4.368919865004903
